year,week_of_year,borough,avg_ridership,total_ridership,peak_period,period,week_start
2020,37,Manhattan,59.592149313692666,1424014.0,Evening Peak,Pre Policy,2020-09-07
2020,37,Queens,24.86358528728744,331904.0,Evening Peak,Pre Policy,2020-09-07
2020,38,Bronx,16.856446947785052,221460.0,Evening Peak,Pre Policy,2020-09-14
2020,38,Brooklyn,24.31130325070506,655141.0,Evening Peak,Pre Policy,2020-09-14
2020,38,Manhattan,68.67773802748191,1689335.0,Evening Peak,Pre Policy,2020-09-14
2020,38,Queens,27.807726011391846,380799.0,Evening Peak,Pre Policy,2020-09-14
2020,39,Bronx,17.173201628713617,227751.0,Evening Peak,Pre Policy,2020-09-21
2020,39,Brooklyn,24.356925892040255,665553.0,Evening Peak,Pre Policy,2020-09-21
2020,39,Manhattan,69.59133725142904,1728788.0,Evening Peak,Pre Policy,2020-09-21
2020,39,Queens,27.881795150199057,385187.0,Evening Peak,Pre Policy,2020-09-21
2020,40,Bronx,16.946993318485525,228276.0,Evening Peak,Pre Policy,2020-09-28
2020,40,Brooklyn,23.406479064611865,654609.0,Evening Peak,Pre Policy,2020-09-28
2020,40,Manhattan,69.00801275662747,1731066.0,Evening Peak,Pre Policy,2020-09-28
2020,40,Queens,27.565037164093766,385690.0,Evening Peak,Pre Policy,2020-09-28
2020,41,Bronx,16.925984706391574,234628.0,Evening Peak,Pre Policy,2020-10-05
2020,41,Brooklyn,22.308954111028264,658248.0,Evening Peak,Pre Policy,2020-10-05
2020,41,Manhattan,70.35182785565634,1791650.0,Evening Peak,Pre Policy,2020-10-05
2020,41,Queens,26.832561994888444,388455.0,Evening Peak,Pre Policy,2020-10-05
2020,42,Bronx,16.114723169581307,222077.0,Evening Peak,Pre Policy,2020-10-12
2020,42,Brooklyn,21.713383711167086,646516.0,Evening Peak,Pre Policy,2020-10-12
2020,42,Manhattan,67.82894840179063,1727332.0,Evening Peak,Pre Policy,2020-10-12
2020,42,Queens,25.369584682140644,368341.0,Evening Peak,Pre Policy,2020-10-12
2020,43,Bronx,17.118617326448653,238702.0,Evening Peak,Pre Policy,2020-10-19
2020,43,Brooklyn,22.953871117292532,693161.0,Evening Peak,Pre Policy,2020-10-19
2020,43,Manhattan,71.73505711156314,1833835.0,Evening Peak,Pre Policy,2020-10-19
2020,43,Queens,26.877140527317206,395524.0,Evening Peak,Pre Policy,2020-10-19
2020,44,Bronx,16.61838772165102,223052.0,Evening Peak,Pre Policy,2020-10-26
2020,44,Brooklyn,22.090981963927852,661404.0,Evening Peak,Pre Policy,2020-10-26
2020,44,Manhattan,69.66896551724138,1767850.0,Evening Peak,Pre Policy,2020-10-26
2020,44,Queens,26.129098641789,380910.0,Evening Peak,Pre Policy,2020-10-26
2020,45,Bronx,16.988854213107444,228636.0,Evening Peak,Pre Policy,2020-11-02
2020,45,Brooklyn,22.32660176292593,678818.0,Evening Peak,Pre Policy,2020-11-02
2020,45,Manhattan,68.38546023060387,1749642.0,Evening Peak,Pre Policy,2020-11-02
2020,45,Queens,26.72524921480268,391418.0,Evening Peak,Pre Policy,2020-11-02
2020,46,Bronx,16.519377525063593,220798.0,Evening Peak,Pre Policy,2020-11-09
2020,46,Brooklyn,21.74110750480228,656451.0,Evening Peak,Pre Policy,2020-11-09
2020,46,Manhattan,68.71166887520461,1763004.0,Evening Peak,Pre Policy,2020-11-09
2020,46,Queens,26.35315702021601,380645.0,Evening Peak,Pre Policy,2020-11-09
2020,47,Bronx,17.024684913118055,228284.0,Evening Peak,Pre Policy,2020-11-16
2020,47,Brooklyn,21.689417678548114,664477.0,Evening Peak,Pre Policy,2020-11-16
2020,47,Manhattan,69.76128322063218,1774448.0,Evening Peak,Pre Policy,2020-11-16
2020,47,Queens,26.22402443162538,386411.0,Evening Peak,Pre Policy,2020-11-16
2020,48,Bronx,14.63981353339646,200990.0,Evening Peak,Pre Policy,2020-11-23
2020,48,Brooklyn,18.070068271649298,553179.0,Evening Peak,Pre Policy,2020-11-23
2020,48,Manhattan,53.79439733734844,1357663.0,Evening Peak,Pre Policy,2020-11-23
2020,48,Queens,22.94015083373694,331554.0,Evening Peak,Pre Policy,2020-11-23
2020,49,Bronx,15.681425564346373,216043.0,Evening Peak,Pre Policy,2020-11-30
2020,49,Brooklyn,20.583837327143744,629639.0,Evening Peak,Pre Policy,2020-11-30
2020,49,Manhattan,65.75104889620829,1676849.0,Evening Peak,Pre Policy,2020-11-30
2020,49,Queens,25.10716485321289,366891.0,Evening Peak,Pre Policy,2020-11-30
2020,50,Bronx,16.74172915747684,227721.0,Evening Peak,Pre Policy,2020-12-07
2020,50,Brooklyn,21.409092377782805,662590.0,Evening Peak,Pre Policy,2020-12-07
2020,50,Manhattan,69.3927091963546,1758897.0,Evening Peak,Pre Policy,2020-12-07
2020,50,Queens,26.24763730995754,383268.0,Evening Peak,Pre Policy,2020-12-07
2020,51,Bronx,15.287122060470324,204771.0,Evening Peak,Pre Policy,2020-12-14
2020,51,Brooklyn,19.51531933020939,595549.0,Evening Peak,Pre Policy,2020-12-14
2020,51,Manhattan,61.788398757862886,1552001.0,Evening Peak,Pre Policy,2020-12-14
2020,51,Queens,23.63561587497429,344820.0,Evening Peak,Pre Policy,2020-12-14
2020,52,Bronx,14.569244339900028,198200.0,Evening Peak,Pre Policy,2020-12-21
2020,52,Brooklyn,17.73457150265785,547147.0,Evening Peak,Pre Policy,2020-12-21
2020,52,Manhattan,55.40041451619457,1363238.0,Evening Peak,Pre Policy,2020-12-21
2020,52,Queens,22.87467870788468,329281.0,Evening Peak,Pre Policy,2020-12-21
2020,53,Bronx,15.872794117647057,129522.0,Evening Peak,Pre Policy,2020-12-28
2020,53,Brooklyn,20.067509872985376,376025.0,Evening Peak,Pre Policy,2020-12-28
2020,53,Manhattan,63.1882606064681,939799.0,Evening Peak,Pre Policy,2020-12-28
2020,53,Queens,24.978606566754372,218338.0,Evening Peak,Pre Policy,2020-12-28
2021,1,Bronx,15.771123151266655,215402.0,Evening Peak,Pre Policy,2021-01-04
2021,1,Brooklyn,20.07907201546641,623154.0,Evening Peak,Pre Policy,2021-01-04
2021,1,Manhattan,64.06272308000801,1597404.0,Evening Peak,Pre Policy,2021-01-04
2021,1,Queens,24.141534302129095,357174.0,Evening Peak,Pre Policy,2021-01-04
2021,2,Bronx,15.958851045168837,218349.0,Evening Peak,Pre Policy,2021-01-11
2021,2,Brooklyn,20.279103375188672,631471.0,Evening Peak,Pre Policy,2021-01-11
2021,2,Manhattan,65.30767689718728,1629949.0,Evening Peak,Pre Policy,2021-01-11
2021,2,Queens,24.18136428041293,358392.0,Evening Peak,Pre Policy,2021-01-11
2021,3,Bronx,15.396828892314469,209751.0,Evening Peak,Pre Policy,2021-01-18
2021,3,Brooklyn,19.55466030681965,606742.0,Evening Peak,Pre Policy,2021-01-18
2021,3,Manhattan,62.04362093805025,1550346.0,Evening Peak,Pre Policy,2021-01-18
2021,3,Queens,23.62805043383948,348561.0,Evening Peak,Pre Policy,2021-01-18
2021,4,Bronx,15.204638872577805,207148.0,Evening Peak,Pre Policy,2021-01-25
2021,4,Brooklyn,19.63151566359028,604101.0,Evening Peak,Pre Policy,2021-01-25
2021,4,Manhattan,63.41365767643169,1582361.0,Evening Peak,Pre Policy,2021-01-25
2021,4,Queens,22.939615488762524,338864.0,Evening Peak,Pre Policy,2021-01-25
2021,5,Bronx,15.77724386476746,183868.0,Evening Peak,Pre Policy,2021-02-01
2021,5,Brooklyn,20.042557097745465,545839.0,Evening Peak,Pre Policy,2021-02-01
2021,5,Manhattan,56.338353413654616,1346712.0,Evening Peak,Pre Policy,2021-02-01
2021,5,Queens,23.747434075477656,300785.0,Evening Peak,Pre Policy,2021-02-01
2021,6,Bronx,17.06704966361781,225780.0,Evening Peak,Pre Policy,2021-02-08
2021,6,Brooklyn,22.24601987569382,669316.0,Evening Peak,Pre Policy,2021-02-08
2021,6,Manhattan,69.53139077147843,1713323.0,Evening Peak,Pre Policy,2021-02-08
2021,6,Queens,26.064178583885596,373630.0,Evening Peak,Pre Policy,2021-02-08
2021,7,Bronx,15.346948141349243,200646.0,Evening Peak,Pre Policy,2021-02-15
2021,7,Brooklyn,20.594785923354436,605116.0,Evening Peak,Pre Policy,2021-02-15
2021,7,Manhattan,61.66605256693687,1506255.0,Evening Peak,Pre Policy,2021-02-15
2021,7,Queens,24.361150568181817,343005.0,Evening Peak,Pre Policy,2021-02-15
2021,8,Bronx,17.16021232057416,229535.0,Evening Peak,Pre Policy,2021-02-22
2021,8,Brooklyn,22.14320577899258,680505.0,Evening Peak,Pre Policy,2021-02-22
2021,8,Manhattan,69.18024939662108,1719821.0,Evening Peak,Pre Policy,2021-02-22
2021,8,Queens,26.224375775969097,380201.0,Evening Peak,Pre Policy,2021-02-22
2021,9,Bronx,17.72582082900015,238625.0,Evening Peak,Pre Policy,2021-03-01
2021,9,Brooklyn,23.015625507585355,708490.0,Evening Peak,Pre Policy,2021-03-01
2021,9,Manhattan,72.20777501404157,1799851.0,Evening Peak,Pre Policy,2021-03-01
2021,9,Queens,27.10922229869236,393897.0,Evening Peak,Pre Policy,2021-03-01
2021,10,Bronx,18.358250849460777,248534.0,Evening Peak,Pre Policy,2021-03-08
2021,10,Brooklyn,23.98094105547342,746143.0,Evening Peak,Pre Policy,2021-03-08
2021,10,Manhattan,75.48042036282266,1888973.0,Evening Peak,Pre Policy,2021-03-08
2021,10,Queens,27.951569080288003,411503.0,Evening Peak,Pre Policy,2021-03-08
2021,11,Bronx,17.976004710731637,244222.0,Evening Peak,Pre Policy,2021-03-15
2021,11,Brooklyn,23.592585459797785,735027.0,Evening Peak,Pre Policy,2021-03-15
2021,11,Manhattan,75.27705212702217,1884561.0,Evening Peak,Pre Policy,2021-03-15
2021,11,Queens,27.363495066900928,404925.0,Evening Peak,Pre Policy,2021-03-15
2021,12,Bronx,18.328618609994255,255281.0,Evening Peak,Pre Policy,2021-03-22
2021,12,Brooklyn,23.559527589053275,742078.0,Evening Peak,Pre Policy,2021-03-22
2021,12,Manhattan,74.9018477574226,1897114.0,Evening Peak,Pre Policy,2021-03-22
2021,12,Queens,27.74584307178631,415494.0,Evening Peak,Pre Policy,2021-03-22
2021,13,Bronx,18.212574192130138,248547.0,Evening Peak,Pre Policy,2021-03-29
2021,13,Brooklyn,21.93036976274609,695105.0,Evening Peak,Pre Policy,2021-03-29
2021,13,Manhattan,73.83818110544883,1883612.0,Evening Peak,Pre Policy,2021-03-29
2021,13,Queens,27.028968332345777,410543.0,Evening Peak,Pre Policy,2021-03-29
2021,14,Bronx,18.72345005740528,260930.0,Evening Peak,Pre Policy,2021-04-05
2021,14,Brooklyn,24.19818542670825,768123.0,Evening Peak,Pre Policy,2021-04-05
2021,14,Manhattan,77.88180960616302,1981469.0,Evening Peak,Pre Policy,2021-04-05
2021,14,Queens,28.33051292142201,431927.0,Evening Peak,Pre Policy,2021-04-05
2021,15,Bronx,18.522823058789918,259301.0,Evening Peak,Pre Policy,2021-04-12
2021,15,Brooklyn,24.371888081075127,774368.0,Evening Peak,Pre Policy,2021-04-12
2021,15,Manhattan,80.14507568311383,2038490.0,Evening Peak,Pre Policy,2021-04-12
2021,15,Queens,28.05164907651715,425263.0,Evening Peak,Pre Policy,2021-04-12
2021,16,Bronx,18.70054691384331,263285.0,Evening Peak,Pre Policy,2021-04-19
2021,16,Brooklyn,25.099562089458868,802433.0,Evening Peak,Pre Policy,2021-04-19
2021,16,Manhattan,82.04199608610567,2096173.0,Evening Peak,Pre Policy,2021-04-19
2021,16,Queens,28.76491732566499,440132.0,Evening Peak,Pre Policy,2021-04-19
2021,17,Bronx,19.358756655633904,269048.0,Evening Peak,Pre Policy,2021-04-26
2021,17,Brooklyn,25.559968847352025,820475.0,Evening Peak,Pre Policy,2021-04-26
2021,17,Manhattan,83.54654596316729,2150321.0,Evening Peak,Pre Policy,2021-04-26
2021,17,Queens,29.240498076797703,448520.0,Evening Peak,Pre Policy,2021-04-26
2021,18,Bronx,19.24214613483939,272565.0,Evening Peak,Pre Policy,2021-05-03
2021,18,Brooklyn,25.585635186285856,817896.0,Evening Peak,Pre Policy,2021-05-03
2021,18,Manhattan,84.8746311539059,2186031.0,Evening Peak,Pre Policy,2021-05-03
2021,18,Queens,29.869887257472467,455695.0,Evening Peak,Pre Policy,2021-05-03
2021,19,Bronx,19.303506907545163,272469.0,Evening Peak,Pre Policy,2021-05-10
2021,19,Brooklyn,26.97668012645945,861824.0,Evening Peak,Pre Policy,2021-05-10
2021,19,Manhattan,89.60007008799937,2301109.0,Evening Peak,Pre Policy,2021-05-10
2021,19,Queens,30.526085822355547,468087.0,Evening Peak,Pre Policy,2021-05-10
2021,20,Bronx,20.28637147786084,282224.0,Evening Peak,Pre Policy,2021-05-17
2021,20,Brooklyn,26.978853939582685,866291.0,Evening Peak,Pre Policy,2021-05-17
2021,20,Manhattan,93.0511187133813,2366383.0,Evening Peak,Pre Policy,2021-05-17
2021,20,Queens,30.718859621149306,481641.0,Evening Peak,Pre Policy,2021-05-17
2021,21,Bronx,18.677985366200183,262930.0,Evening Peak,Pre Policy,2021-05-24
2021,21,Brooklyn,26.28046614526532,843419.0,Evening Peak,Pre Policy,2021-05-24
2021,21,Manhattan,91.59218397948877,2357766.0,Evening Peak,Pre Policy,2021-05-24
2021,21,Queens,30.405061648280338,468542.0,Evening Peak,Pre Policy,2021-05-24
2021,22,Bronx,18.651307861345433,263114.0,Evening Peak,Pre Policy,2021-05-31
2021,22,Brooklyn,26.56901721952577,859428.0,Evening Peak,Pre Policy,2021-05-31
2021,22,Manhattan,90.66394014575904,2338767.0,Evening Peak,Pre Policy,2021-05-31
2021,22,Queens,29.822635678877226,463235.0,Evening Peak,Pre Policy,2021-05-31
2021,23,Bronx,19.060670343657193,269556.0,Evening Peak,Pre Policy,2021-06-07
2021,23,Brooklyn,28.24501707544241,909772.0,Evening Peak,Pre Policy,2021-06-07
2021,23,Manhattan,101.25866274342792,2615410.0,Evening Peak,Pre Policy,2021-06-07
2021,23,Queens,31.99757328054154,501050.0,Evening Peak,Pre Policy,2021-06-07
2021,24,Bronx,20.801206932846817,296438.0,Evening Peak,Pre Policy,2021-06-14
2021,24,Brooklyn,29.792224287484512,961693.0,Evening Peak,Pre Policy,2021-06-14
2021,24,Manhattan,106.14828616901517,2734486.0,Evening Peak,Pre Policy,2021-06-14
2021,24,Queens,33.26469655653497,524551.0,Evening Peak,Pre Policy,2021-06-14
2021,25,Bronx,19.973697200479517,283247.0,Evening Peak,Pre Policy,2021-06-21
2021,25,Brooklyn,29.235321355806633,947049.0,Evening Peak,Pre Policy,2021-06-21
2021,25,Manhattan,108.8990113539816,2819831.0,Evening Peak,Pre Policy,2021-06-21
2021,25,Queens,33.62620680894309,529411.0,Evening Peak,Pre Policy,2021-06-21
2021,26,Bronx,20.32425855513308,267264.0,Evening Peak,Pre Policy,2021-06-28
2021,26,Brooklyn,28.29079417773238,886294.0,Evening Peak,Pre Policy,2021-06-28
2021,26,Manhattan,104.04411646747413,2594236.0,Evening Peak,Pre Policy,2021-06-28
2021,26,Queens,32.73599052880821,497718.0,Evening Peak,Pre Policy,2021-06-28
2021,27,Bronx,18.67835051546392,235534.0,Evening Peak,Pre Policy,2021-07-05
2021,27,Brooklyn,28.409093910976093,860341.0,Evening Peak,Pre Policy,2021-07-05
2021,27,Manhattan,102.46342666831131,2492013.0,Evening Peak,Pre Policy,2021-07-05
2021,27,Queens,33.06506137232544,492967.0,Evening Peak,Pre Policy,2021-07-05
2021,28,Bronx,19.92066259808195,274188.0,Evening Peak,Pre Policy,2021-07-12
2021,28,Brooklyn,30.064387297876483,925923.0,Evening Peak,Pre Policy,2021-07-12
2021,28,Manhattan,112.67702708108324,2816813.0,Evening Peak,Pre Policy,2021-07-12
2021,28,Queens,34.78044058744993,521011.0,Evening Peak,Pre Policy,2021-07-12
2021,29,Bronx,19.994715123434442,276187.0,Evening Peak,Pre Policy,2021-07-19
2021,29,Brooklyn,30.586498708010332,946958.0,Evening Peak,Pre Policy,2021-07-19
2021,29,Manhattan,114.15327943928956,2866503.0,Evening Peak,Pre Policy,2021-07-19
2021,29,Queens,35.298050875454244,534236.0,Evening Peak,Pre Policy,2021-07-19
2021,30,Bronx,19.784105767833797,272348.0,Evening Peak,Pre Policy,2021-07-26
2021,30,Brooklyn,30.11424911943644,940468.0,Evening Peak,Pre Policy,2021-07-26
2021,30,Manhattan,112.29591308846352,2821884.0,Evening Peak,Pre Policy,2021-07-26
2021,30,Queens,35.279788987800856,535018.0,Evening Peak,Pre Policy,2021-07-26
2021,31,Bronx,21.400216216216215,296928.0,Evening Peak,Pre Policy,2021-08-02
2021,31,Brooklyn,29.831333692108007,942342.0,Evening Peak,Pre Policy,2021-08-02
2021,31,Manhattan,112.03795156808256,2822236.0,Evening Peak,Pre Policy,2021-08-02
2021,31,Queens,35.307266618354305,535929.0,Evening Peak,Pre Policy,2021-08-02
2021,32,Bronx,19.392301038062286,269010.0,Evening Peak,Pre Policy,2021-08-09
2021,32,Brooklyn,29.502302112898136,935518.0,Evening Peak,Pre Policy,2021-08-09
2021,32,Manhattan,109.00261406844106,2752098.0,Evening Peak,Pre Policy,2021-08-09
2021,32,Queens,34.77670974865233,535457.0,Evening Peak,Pre Policy,2021-08-09
2021,33,Bronx,20.017597663380798,274141.0,Evening Peak,Pre Policy,2021-08-16
2021,33,Brooklyn,28.418199884607986,886591.0,Evening Peak,Pre Policy,2021-08-16
2021,33,Manhattan,105.9511082913676,2671981.0,Evening Peak,Pre Policy,2021-08-16
2021,33,Queens,33.8358448864778,505203.0,Evening Peak,Pre Policy,2021-08-16
2021,34,Bronx,19.10260656682028,265297.0,Evening Peak,Pre Policy,2021-08-23
2021,34,Brooklyn,29.186716356630768,924139.0,Evening Peak,Pre Policy,2021-08-23
2021,34,Manhattan,108.25035060303722,2701604.0,Evening Peak,Pre Policy,2021-08-23
2021,34,Queens,34.118640764082905,525120.0,Evening Peak,Pre Policy,2021-08-23
2021,35,Bronx,20.359228104898563,246876.0,Evening Peak,Pre Policy,2021-08-30
2021,35,Brooklyn,28.816484015303807,888758.0,Evening Peak,Pre Policy,2021-08-30
2021,35,Manhattan,104.83998714756204,2610306.0,Evening Peak,Pre Policy,2021-08-30
2021,35,Queens,36.5306394940267,519831.0,Evening Peak,Pre Policy,2021-08-30
2021,36,Bronx,19.962517733144175,267358.0,Evening Peak,Pre Policy,2021-09-06
2021,36,Brooklyn,30.53727899115965,939571.0,Evening Peak,Pre Policy,2021-09-06
2021,36,Manhattan,113.28714411037562,2841015.0,Evening Peak,Pre Policy,2021-09-06
2021,36,Queens,37.58308823529412,562243.0,Evening Peak,Pre Policy,2021-09-06
2021,37,Bronx,22.127492827653768,316224.0,Evening Peak,Pre Policy,2021-09-13
2021,37,Brooklyn,31.981767567071486,1045452.0,Evening Peak,Pre Policy,2021-09-13
2021,37,Manhattan,127.9481606004926,3272786.0,Evening Peak,Pre Policy,2021-09-13
2021,37,Queens,37.18570528967254,590509.0,Evening Peak,Pre Policy,2021-09-13
2021,38,Bronx,21.68361147964528,310531.0,Evening Peak,Pre Policy,2021-09-20
2021,38,Brooklyn,32.26646761318628,1059050.0,Evening Peak,Pre Policy,2021-09-20
2021,38,Manhattan,133.20090441773277,3446307.0,Evening Peak,Pre Policy,2021-09-20
2021,38,Queens,38.44156823322442,611836.0,Evening Peak,Pre Policy,2021-09-20
2021,39,Bronx,23.779775124930595,342619.0,Evening Peak,Pre Policy,2021-09-27
2021,39,Brooklyn,33.58309415794834,1088193.0,Evening Peak,Pre Policy,2021-09-27
2021,39,Manhattan,132.122579897206,3418936.0,Evening Peak,Pre Policy,2021-09-27
2021,39,Queens,38.66156690253076,606484.0,Evening Peak,Pre Policy,2021-09-27
2021,40,Bronx,22.33869254196473,315400.0,Evening Peak,Pre Policy,2021-10-04
2021,40,Brooklyn,34.228231779423666,1099890.0,Evening Peak,Pre Policy,2021-10-04
2021,40,Manhattan,136.56960606177756,3532646.0,Evening Peak,Pre Policy,2021-10-04
2021,40,Queens,38.23804093011468,603511.0,Evening Peak,Pre Policy,2021-10-04
2021,41,Bronx,21.604465155098065,310629.0,Evening Peak,Pre Policy,2021-10-11
2021,41,Brooklyn,33.7843691438051,1099715.0,Evening Peak,Pre Policy,2021-10-11
2021,41,Manhattan,134.72036944004327,3486159.0,Evening Peak,Pre Policy,2021-10-11
2021,41,Queens,38.64302280633938,599817.0,Evening Peak,Pre Policy,2021-10-11
2021,42,Bronx,22.9767393272512,329923.0,Evening Peak,Pre Policy,2021-10-18
2021,42,Brooklyn,35.40425401683244,1156834.0,Evening Peak,Pre Policy,2021-10-18
2021,42,Manhattan,141.5619627645222,3672542.0,Evening Peak,Pre Policy,2021-10-18
2021,42,Queens,40.34834428553022,626287.0,Evening Peak,Pre Policy,2021-10-18
2021,43,Bronx,22.652065881016608,319077.0,Evening Peak,Pre Policy,2021-10-25
2021,43,Brooklyn,34.75124769365718,1148911.0,Evening Peak,Pre Policy,2021-10-25
2021,43,Manhattan,140.30113198829508,3643901.0,Evening Peak,Pre Policy,2021-10-25
2021,43,Queens,40.959629724865,637168.0,Evening Peak,Pre Policy,2021-10-25
2021,44,Bronx,22.825058266826755,323180.0,Evening Peak,Pre Policy,2021-11-01
2021,44,Brooklyn,35.74847542003734,1148956.0,Evening Peak,Pre Policy,2021-11-01
2021,44,Manhattan,146.66682091624247,3803364.0,Evening Peak,Pre Policy,2021-11-01
2021,44,Queens,39.44307382465857,626711.0,Evening Peak,Pre Policy,2021-11-01
2021,45,Bronx,21.482175827297255,302512.0,Evening Peak,Pre Policy,2021-11-08
2021,45,Brooklyn,34.35625116452395,1106340.0,Evening Peak,Pre Policy,2021-11-08
2021,45,Manhattan,144.2203895148488,3724780.0,Evening Peak,Pre Policy,2021-11-08
2021,45,Queens,38.49996801637562,601870.0,Evening Peak,Pre Policy,2021-11-08
2021,46,Bronx,23.008290228867,324716.0,Evening Peak,Pre Policy,2021-11-15
2021,46,Brooklyn,35.72172318403631,1149275.0,Evening Peak,Pre Policy,2021-11-15
2021,46,Manhattan,152.31428459825787,3899398.0,Evening Peak,Pre Policy,2021-11-15
2021,46,Queens,39.829972095383056,628039.0,Evening Peak,Pre Policy,2021-11-15
2021,47,Bronx,18.20217874292267,253975.0,Evening Peak,Pre Policy,2021-11-22
2021,47,Brooklyn,27.49144794128623,884015.0,Evening Peak,Pre Policy,2021-11-22
2021,47,Manhattan,114.20715506525792,2940149.0,Evening Peak,Pre Policy,2021-11-22
2021,47,Queens,33.134861200774694,513259.0,Evening Peak,Pre Policy,2021-11-22
2021,48,Bronx,22.418280568855856,313699.0,Evening Peak,Pre Policy,2021-11-29
2021,48,Brooklyn,35.470679780876495,1139602.0,Evening Peak,Pre Policy,2021-11-29
2021,48,Manhattan,149.45138968536148,3909200.0,Evening Peak,Pre Policy,2021-11-29
2021,48,Queens,39.40519694000126,623272.0,Evening Peak,Pre Policy,2021-11-29
2021,49,Bronx,21.90292682926829,314307.0,Evening Peak,Pre Policy,2021-12-06
2021,49,Brooklyn,36.24818755296112,1154976.0,Evening Peak,Pre Policy,2021-12-06
2021,49,Manhattan,153.94770918231328,4042205.0,Evening Peak,Pre Policy,2021-12-06
2021,49,Queens,39.34807886754297,622644.0,Evening Peak,Pre Policy,2021-12-06
2021,50,Bronx,21.64052605942523,310996.0,Evening Peak,Pre Policy,2021-12-13
2021,50,Brooklyn,33.48294942335789,1077113.0,Evening Peak,Pre Policy,2021-12-13
2021,50,Manhattan,139.3745234100961,3655515.0,Evening Peak,Pre Policy,2021-12-13
2021,50,Queens,38.99346488166994,614576.0,Evening Peak,Pre Policy,2021-12-13
2021,51,Bronx,17.38646862340985,244645.0,Evening Peak,Pre Policy,2021-12-20
2021,51,Brooklyn,24.575573423086514,788581.0,Evening Peak,Pre Policy,2021-12-20
2021,51,Manhattan,95.83095550242925,2485280.0,Evening Peak,Pre Policy,2021-12-20
2021,51,Queens,32.406223553154085,497792.0,Evening Peak,Pre Policy,2021-12-20
2021,52,Bronx,16.27536231884058,169573.0,Evening Peak,Pre Policy,2021-12-27
2021,52,Brooklyn,24.27488072319411,580024.0,Evening Peak,Pre Policy,2021-12-27
2021,52,Manhattan,94.99144496609283,1820986.0,Evening Peak,Pre Policy,2021-12-27
2021,52,Queens,30.66275916367772,350506.0,Evening Peak,Pre Policy,2021-12-27
2021,53,Bronx,10.15319800842589,53020.0,Evening Peak,Pre Policy,2022-01-03
2022,1,Bronx,16.3755871886121,230077.0,Evening Peak,Pre Policy,2022-01-03
2021,53,Brooklyn,11.891496089199533,142912.0,Evening Peak,Pre Policy,2022-01-03
2022,1,Brooklyn,25.57219184890656,823220.0,Evening Peak,Pre Policy,2022-01-03
2021,53,Manhattan,36.082624039858835,347620.0,Evening Peak,Pre Policy,2022-01-03
2022,1,Manhattan,92.32931464772508,2404717.0,Evening Peak,Pre Policy,2022-01-03
2021,53,Queens,15.50149938260716,87878.0,Evening Peak,Pre Policy,2022-01-03
2022,1,Queens,29.86826656344752,462988.0,Evening Peak,Pre Policy,2022-01-03
2022,2,Bronx,17.61900042474869,248886.0,Evening Peak,Pre Policy,2022-01-10
2022,2,Brooklyn,27.76839125648687,882896.0,Evening Peak,Pre Policy,2022-01-10
2022,2,Manhattan,99.78573345087968,2603310.0,Evening Peak,Pre Policy,2022-01-10
2022,2,Queens,31.58393455295027,490309.0,Evening Peak,Pre Policy,2022-01-10
2022,3,Bronx,17.684273794371375,250091.0,Evening Peak,Pre Policy,2022-01-17
2022,3,Brooklyn,28.01761014144316,897320.0,Evening Peak,Pre Policy,2022-01-17
2022,3,Manhattan,100.18264630458911,2617472.0,Evening Peak,Pre Policy,2022-01-17
2022,3,Queens,31.901935649275732,497734.0,Evening Peak,Pre Policy,2022-01-17
2022,4,Bronx,18.661940880413976,263264.0,Evening Peak,Pre Policy,2022-01-24
2022,4,Brooklyn,29.10616363918646,937364.0,Evening Peak,Pre Policy,2022-01-24
2022,4,Manhattan,107.81012173646734,2816216.0,Evening Peak,Pre Policy,2022-01-24
2022,4,Queens,32.961515882851735,505333.0,Evening Peak,Pre Policy,2022-01-24
2022,5,Bronx,19.295238765032703,274359.0,Evening Peak,Pre Policy,2022-01-31
2022,5,Brooklyn,31.436833812216143,1017516.0,Evening Peak,Pre Policy,2022-01-31
2022,5,Manhattan,121.10959592057482,3135043.0,Evening Peak,Pre Policy,2022-01-31
2022,5,Queens,35.233985995850624,543449.0,Evening Peak,Pre Policy,2022-01-31
2022,6,Bronx,21.308213437630958,305091.0,Evening Peak,Pre Policy,2022-02-07
2022,6,Brooklyn,33.43764012161789,1088763.0,Evening Peak,Pre Policy,2022-02-07
2022,6,Manhattan,130.72613775198533,3423979.0,Evening Peak,Pre Policy,2022-02-07
2022,6,Queens,37.443895236872514,583301.0,Evening Peak,Pre Policy,2022-02-07
2022,7,Bronx,20.721115537848604,296457.0,Evening Peak,Pre Policy,2022-02-14
2022,7,Brooklyn,33.6777732373558,1071391.0,Evening Peak,Pre Policy,2022-02-14
2022,7,Manhattan,132.78863035228275,3464057.0,Evening Peak,Pre Policy,2022-02-14
2022,7,Queens,37.35191144291415,580374.0,Evening Peak,Pre Policy,2022-02-14
2022,8,Bronx,17.811550577528877,254438.0,Evening Peak,Pre Policy,2022-02-21
2022,8,Brooklyn,29.942228553339664,945875.0,Evening Peak,Pre Policy,2022-02-21
2022,8,Manhattan,116.6851039481213,3058900.0,Evening Peak,Pre Policy,2022-02-21
2022,8,Queens,34.36835607537362,528929.0,Evening Peak,Pre Policy,2022-02-21
2022,9,Bronx,21.2342466698875,307663.0,Evening Peak,Pre Policy,2022-02-28
